[ 2026-02-02 21:14:17,859 ] 19 root - INFO - Initiate data ingestion
[ 2026-02-02 21:14:22,408 ] 63 root - INFO - Performed train test split on the dataframe
[ 2026-02-02 21:14:22,409 ] 65 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-02-02 21:14:22,411 ] 73 root - INFO - Exporting train and test file path.
[ 2026-02-02 21:14:22,582 ] 82 root - INFO - Exported train and test file path.
[ 2026-02-02 21:14:22,584 ] 21 root - INFO - Data Initiation Completed.
[ 2026-02-02 21:14:22,671 ] 26 root - INFO - Initiate the data validation
[ 2026-02-02 21:14:22,823 ] 31 root - INFO - Required number of columns:2
[ 2026-02-02 21:14:22,823 ] 32 root - INFO - Dataframes has columns:31
[ 2026-02-02 21:14:22,824 ] 31 root - INFO - Required number of columns:2
[ 2026-02-02 21:14:22,824 ] 32 root - INFO - Dataframes has columns:31
[ 2026-02-02 21:14:23,202 ] 28 root - INFO - Data validation completed.
[ 2026-02-02 21:14:23,202 ] 32 root - INFO - data_transformation has started.
[ 2026-02-02 21:14:23,202 ] 52 root - INFO - Entered initiate_data_transformation method of data transformation class.
[ 2026-02-02 21:14:23,202 ] 54 root - INFO - Starting Data Transformation .
[ 2026-02-02 21:14:23,257 ] 39 root - INFO - Entered get_data_transformer_object method of data transformation class.
[ 2026-02-02 21:14:23,257 ] 44 root - INFO - Initialise KNN Imputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-02-02 21:14:23,290 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-02-02 21:14:23,299 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-02-02 21:14:23,302 ] 36 root - INFO - data_transformation is completed.
[ 2026-02-02 21:14:23,302 ] 39 root - INFO - Model Training started
[ 2026-02-02 21:23:09,452 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-02-02 21:23:09,454 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-02-02 21:23:09,454 ] 102 root - INFO - Model Trainer Artifact:ModelTrainerArtifact(trained_model_file_path='Artifacts\\02_02_2026_21_13_34\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9910822861775436, precision_score=0.9892777665385394, recall_score=0.9928934010152284), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.97442143727162, precision_score=0.974817221770918, recall_score=0.974025974025974))
