[ 2026-02-02 18:24:38,475 ] 19 root - INFO - Initiate data ingestion
[ 2026-02-02 18:24:48,084 ] 63 root - INFO - Performed train test split on the dataframe
[ 2026-02-02 18:24:48,085 ] 65 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-02-02 18:24:48,106 ] 73 root - INFO - Exporting train and test file path.
[ 2026-02-02 18:24:48,234 ] 82 root - INFO - Exported train and test file path.
[ 2026-02-02 18:24:48,236 ] 21 root - INFO - Data Initiation Completed.
[ 2026-02-02 18:24:48,416 ] 26 root - INFO - Initiate the data validation
[ 2026-02-02 18:24:48,827 ] 31 root - INFO - Required number of columns:2
[ 2026-02-02 18:24:48,827 ] 32 root - INFO - Dataframes has columns:31
[ 2026-02-02 18:24:48,829 ] 31 root - INFO - Required number of columns:2
[ 2026-02-02 18:24:48,829 ] 32 root - INFO - Dataframes has columns:31
[ 2026-02-02 18:24:49,220 ] 28 root - INFO - Data validation completed.
[ 2026-02-02 18:24:49,221 ] 32 root - INFO - data_transformation has started.
[ 2026-02-02 18:24:49,221 ] 52 root - INFO - Entered initiate_data_transformation method of data transformation class.
[ 2026-02-02 18:24:49,221 ] 54 root - INFO - Starting Data Transformation .
[ 2026-02-02 18:24:49,275 ] 39 root - INFO - Entered get_data_transformer_object method of data transformation class.
[ 2026-02-02 18:24:49,275 ] 44 root - INFO - Initialise KNN Imputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-02-02 18:24:49,301 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-02-02 18:24:49,307 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-02-02 18:24:49,310 ] 36 root - INFO - data_transformation is completed.
[ 2026-02-02 18:24:49,310 ] 39 root - INFO - Model Training started
