[ 2026-01-27 23:02:50,586 ] 15 root - INFO - Initiate data ingestion
[ 2026-01-27 23:02:56,056 ] 63 root - INFO - Performed train test split on the dataframe
[ 2026-01-27 23:02:56,057 ] 65 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-01-27 23:02:56,075 ] 73 root - INFO - Exporting train and test file path.
[ 2026-01-27 23:02:56,220 ] 82 root - INFO - Exported train and test file path.
[ 2026-01-27 23:02:56,221 ] 17 root - INFO - Data Initiation Completed.
[ 2026-01-27 23:02:56,252 ] 21 root - INFO - Initiate the data validation
[ 2026-01-27 23:02:56,508 ] 31 root - INFO - Required number of columns:2
[ 2026-01-27 23:02:56,508 ] 32 root - INFO - Dataframes has columns:31
[ 2026-01-27 23:02:56,509 ] 31 root - INFO - Required number of columns:2
[ 2026-01-27 23:02:56,509 ] 32 root - INFO - Dataframes has columns:31
[ 2026-01-27 23:02:56,884 ] 23 root - INFO - Data validation completed.
