[ 2026-01-31 20:40:15,782 ] 19 root - INFO - Initiate data ingestion
[ 2026-01-31 20:40:19,964 ] 63 root - INFO - Performed train test split on the dataframe
[ 2026-01-31 20:40:19,964 ] 65 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-01-31 20:40:19,991 ] 73 root - INFO - Exporting train and test file path.
[ 2026-01-31 20:40:20,119 ] 82 root - INFO - Exported train and test file path.
[ 2026-01-31 20:40:20,120 ] 21 root - INFO - Data Initiation Completed.
[ 2026-01-31 20:40:20,137 ] 26 root - INFO - Initiate the data validation
[ 2026-01-31 20:40:20,283 ] 31 root - INFO - Required number of columns:2
[ 2026-01-31 20:40:20,283 ] 32 root - INFO - Dataframes has columns:31
[ 2026-01-31 20:40:20,309 ] 31 root - INFO - Required number of columns:2
[ 2026-01-31 20:40:20,309 ] 32 root - INFO - Dataframes has columns:31
[ 2026-01-31 20:40:20,556 ] 28 root - INFO - Data validation completed.
[ 2026-01-31 20:40:20,556 ] 32 root - INFO - data_transformation has started.
[ 2026-01-31 20:40:20,556 ] 52 root - INFO - Entered initiate_data_transformation method of data transformation class.
[ 2026-01-31 20:40:20,556 ] 54 root - INFO - Starting Data Transformation .
[ 2026-01-31 20:40:20,589 ] 39 root - INFO - Entered get_data_transformer_object method of data transformation class.
[ 2026-01-31 20:40:20,590 ] 44 root - INFO - Initialise KNN Imputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-01-31 20:40:20,623 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-01-31 20:40:20,627 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-01-31 20:40:20,629 ] 36 root - INFO - data_transformation is completed.
[ 2026-01-31 20:40:20,629 ] 39 root - INFO - Model Training started
[ 2026-01-31 20:49:56,228 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-01-31 20:49:56,229 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-01-31 20:49:56,230 ] 88 root - INFO - Model Trainer Artifact:ModelTrainerArtifact(trained_model_file_path='Artifacts\\01_31_2026_20_39_55\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9913993726601235, precision_score=0.9896969696969697, recall_score=0.9931076424082709), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9748376623376623, precision_score=0.9685483870967742, recall_score=0.9812091503267973))
